grid;institution_name;country_code;country;region;global_n_s;latitude;longitude;organization_type_id;organization_type;p_full;tncs;mncs;pp_top_prop1;pp_collab;pp_int_collab;pp_top_prop5;pp_top_prop10;pp_top_prop20;pp_top_prop50;native_count;newcomer_count;outgoer_count;total_researcher_count;native_percentage;newcomer_percentage;outgoer_percentage;p_rnk;tncs_rnk;mncs_rnk;pp_collab_rnk;pp_int_collab_rnk;pp_top_prop1_rnk;pp_top_prop5_rnk;pp_top_prop10_rnk;pp_top_prop20_rnk;pp_top_prop50_rnk;native_count_rnk;newcomer_count_rnk;outgoer_count_rnk;total_researcher_count_rnk;native_percentage_rnk;newcomer_percentage_rnk;outgoer_percentage_rnk
grid.428469.5;Natl. Ctr.  Biotechnology;ES;Spain;Europe;Global North;40.5448;-3.69022;4;Facility;2205;3510.530;1.592;0.022;0.786;0.517;0.099;0.181;0.330;0.680;141;706;228;1075;13.116;65.674;21.209;2642;2262;615;1132;492;702;490;456;375;209;2951;1928;2494;2845;2755;320;1196
grid.7836.a;Univ.  Cape Town;ZA;South Africa;Africa;Global South;-33.9575;18.4606;3;Education;26492;42177.000;1.592;0.025;0.775;0.648;0.090;0.161;0.289;0.622;2770;3594;2005;8369;33.098;42.944;23.958;264;228;615;1262;112;481;716;784;842;867;449;355;329;369;1804;1329;746
grid.1012.2;Univ.  Western Australia;AU;Australia;Asia & Pacific;Global North;-31.9809;115.82;3;Education;42710;67984.500;1.592;0.023;0.818;0.539;0.091;0.165;0.299;0.641;3124;5637;2531;11292;27.666;49.920;22.414;119;107;615;830;411;638;695;715;728;611;380;194;232;240;2079;970;984
grid.5963.9;Univ.  Freiburg;DE;Germany;Europe;Global North;47.9938;7.84592;3;Education;26672;42457.600;1.592;0.023;0.799;0.550;0.097;0.177;0.321;0.658;4097;5708;2706;12511;32.747;45.624;21.629;262;226;615;995;377;638;537;519;462;402;251;189;208;203;1827;1182;1129
grid.31151.37;Ctr. Hosp.ier Universitaire Dijon Bourgogne;FR;France;Europe;Global North;47.3201;5.0695;6;Healthcare;3916;6234.780;1.592;0.023;0.840;0.306;0.093;0.171;0.322;0.652;467;1230;591;2288;20.411;53.759;25.830;1901;1523;615;652;1728;638;629;622;450;468;2287;1137;1179;1533;2391;801;480
grid.410720.0;Inst.  Basic Science;KR;South Korea;Asia & Pacific;Global North;36.4022;127.4;4;Facility;5296;8432.240;1.592;0.024;0.957;0.466;0.105;0.183;0.326;0.652;729;1640;146;2515;28.986;65.209;5.805;1455;1182;615;51;759;538;385;430;413;468;1761;880;2886;1395;2006;339;2998
grid.5802.f;Johannes Gutenberg Univ.  Mainz;DE;Germany;Europe;Global North;49.9926;8.24121;3;Education;23882;37973.900;1.590;0.021;0.811;0.567;0.091;0.169;0.309;0.651;2796;4485;2355;9636;29.016;46.544;24.440;307;258;622;891;309;768;695;653;607;481;442;269;260;314;2005;1131;645
grid.1013.3;Univ.  Sydney;AU;Australia;Asia & Pacific;Global North;-33.8886;151.187;3;Education;85990;136606.000;1.589;0.022;0.791;0.481;0.092;0.169;0.306;0.641;7152;13077;5216;25445;28.108;51.393;20.499;21;24;623;1079;671;702;663;653;650;611;104;37;59;51;2057;905;1384
grid.240404.6;Nottingham Univ. Hosp.s NHS Trust;GB;United Kingdom;Europe;Global North;52.9915;-1.15152;6;Healthcare;3344;5313.280;1.589;0.031;0.769;0.259;0.101;0.172;0.280;0.564;279;1280;255;1814;15.380;70.562;14.057;2126;1726;623;1323;2093;235;457;608;962;1688;2657;1098;2335;1891;2636;194;2510
grid.7362.0;Bangor Univ.;GB;United Kingdom;Europe;Global North;53.2289;-4.1301;3;Education;7492;11895.700;1.588;0.025;0.786;0.528;0.103;0.176;0.322;0.667;692;1113;459;2264;30.565;49.161;20.274;1046;870;625;1132;447;481;417;533;450;323;1819;1265;1532;1550;1927;1006;1439
grid.94225.38;Natl. Inst.  St &ards  & Technology;US;United States;North America;Global North;39.1356;-77.2157;5;Government;10924;17347.400;1.588;0.026;0.721;0.355;0.096;0.173;0.305;0.625;965;2449;992;4406;21.902;55.583;22.515;755;623;625;1854;1396;417;563;579;660;821;1383;552;726;798;2328;723;968
grid.14709.3b;McGill Univ.;CA;Canada;North America;Global North;45.5042;-73.5747;3;Education;68103;108040.000;1.586;0.024;0.776;0.515;0.095;0.171;0.309;0.643;7341;12691;6084;26116;28.109;48.595;23.296;43;50;627;1251;503;538;589;622;607;588;99;39;39;46;2056;1032;851
grid.413349.8;Kantonsspital St. Gallen;CH;Switzerland;Europe;Global North;47.4304;9.38881;6;Healthcare;2702;4285.620;1.586;0.021;0.828;0.553;0.097;0.183;0.328;0.669;269;846;174;1289;20.869;65.632;13.499;2427;2017;627;748;361;768;537;430;393;308;2676;1653;2781;2502;2374;323;2578
grid.416153.4;Royal Melbourne Hosp.;AU;Australia;Asia & Pacific;Global North;-37.7988;144.956;6;Healthcare;6152;9753.470;1.585;0.024;0.861;0.350;0.092;0.167;0.309;0.620;449;1582;638;2669;16.823;59.273;23.904;1253;1047;629;510;1433;538;663;688;607;897;2326;902;1102;1321;2564;573;758
grid.214572.7;Univ.  Iowa;US;United States;North America;Global North;41.663;-91.5549;3;Education;40187;63669.300;1.584;0.023;0.692;0.308;0.094;0.171;0.307;0.646;4192;6635;3477;14304;29.307;46.386;24.308;135;126;630;2193;1711;638;615;622;636;556;245;152;144;166;1994;1138;672
grid.419425.f;Policlinico San Matteo Fondazione;IT;Italy;Europe;Global North;45.1961;9.14881;6;Healthcare;3762;5958.920;1.584;0.022;0.815;0.342;0.088;0.159;0.302;0.627;345;1067;392;1804;19.124;59.146;21.730;1961;1584;630;849;1485;702;764;817;696;788;2531;1328;1736;1904;2450;579;1106
grid.411482.a;Ospedale di Parma;IT;Italy;Europe;Global North;44.805;10.3085;6;Healthcare;3553;5628.520;1.584;0.022;0.783;0.318;0.087;0.162;0.306;0.628;332;1176;303;1811;18.332;64.937;16.731;2039;1660;630;1160;1639;702;788;768;650;776;2550;1178;2109;1896;2485;346;2128
grid.213910.8;Georgetown Univ.;US;United States;North America;Global North;38.9079;-77.0723;3;Education;13017;20611.300;1.583;0.025;0.738;0.277;0.095;0.168;0.299;0.620;1471;3621;1221;6313;23.301;57.358;19.341;627;540;633;1674;1948;481;589;677;728;897;955;352;592;543;2259;648;1635
grid.411327.2;Heinrich Heine Univ. Düsseldorf;DE;Germany;Europe;Global North;51.1968;6.79058;3;Education;18708;29607.300;1.583;0.023;0.757;0.476;0.093;0.171;0.310;0.648;2407;4131;1793;8331;28.892;49.586;21.522;437;367;633;1459;701;638;629;622;596;520;543;303;380;370;2014;982;1146
grid.7787.f;Univ.  Wuppertal;DE;Germany;Europe;Global North;51.2451;7.15216;3;Education;5756;9112.880;1.583;0.024;0.808;0.626;0.093;0.169;0.308;0.630;1002;742;274;2018;49.653;36.769;13.578;1352;1096;633;920;140;538;629;653;627;746;1339;1853;2243;1716;803;1691;2567
grid.4372.2;Max Planck Society;DE;Germany;Europe;Global North;48.1413;11.5819;7;Nonprofit;4325;6843.930;1.582;0.021;0.844;0.665;0.092;0.181;0.329;0.660;297;3655;494;4446;6.680;82.209;11.111;1745;1409;636;623;90;768;663;456;383;386;2617;348;1417;788;2986;19;2807
grid.8186.7;Aberystwyth Univ.;GB;United Kingdom;Europe;Global North;52.419;-4.06392;3;Education;4165;6591.040;1.582;0.025;0.788;0.579;0.098;0.178;0.314;0.647;341;690;291;1322;25.794;52.194;22.012;1813;1453;636;1110;272;481;513;498;550;539;2536;1951;2172;2453;2164;876;1052
grid.7728.a;Brunel Univ. London;GB;United Kingdom;Europe;Global North;51.5348;-0.47153;3;Education;11110;17565.100;1.581;0.023;0.784;0.590;0.097;0.173;0.315;0.647;986;1390;684;3060;32.222;45.425;22.353;737;613;638;1151;235;638;537;579;534;539;1367;1011;1031;1143;1852;1194;997
grid.411766.3;Ctr. Hosp.ier Régional Universitaire de Brest;FR;France;Europe;Global North;48.3972;-4.48901;6;Healthcare;2746;4337.720;1.580;0.020;0.841;0.304;0.092;0.172;0.299;0.620;368;516;432;1316;27.964;39.210;32.827;2406;2004;639;640;1746;851;663;608;728;897;2490;2340;1609;2462;2067;1541;118
grid.439257.e;Moorfields Eye Hosp.;GB;United Kingdom;Europe;Global North;51.5275;-0.089515;6;Healthcare;2443;3860.710;1.580;0.020;0.829;0.486;0.081;0.161;0.287;0.606;105;726;224;1055;9.953;68.815;21.232;2539;2138;639;733;648;851;931;784;871;1105;2998;1887;2513;2882;2900;234;1192
grid.417184.f;Toronto General Hosp.;CA;Canada;North America;Global North;43.659;-79.3885;6;Healthcare;4580;7234.260;1.580;0.024;0.858;0.412;0.098;0.180;0.310;0.642;307;2173;474;2954;10.393;73.561;16.046;1663;1342;639;530;1076;538;513;470;596;597;2601;638;1481;1180;2876;118;2237
grid.416041.6;Royal London Hosp.;GB;United Kingdom;Europe;Global North;51.5188;-0.060305;6;Healthcare;2682;4235.540;1.579;0.031;0.727;0.323;0.098;0.170;0.276;0.557;257;1111;346;1714;14.994;64.819;20.187;2437;2037;642;1784;1602;235;513;636;1014;1774;2710;1268;1904;1980;2656;350;1456
grid.411081.d;Ctr. Hosp.ier Universitaire de Québec;CA;Canada;North America;Global North;46.8787;-71.2439;6;Healthcare;3367;5311.960;1.578;0.020;0.921;0.377;0.082;0.148;0.280;0.618;334;1569;417;2320;14.397;67.629;17.974;2114;1727;643;172;1266;851;904;1010;962;932;2547;912;1663;1513;2693;263;1902
grid.4777.3;Queen's Univ. Belfast;GB;United Kingdom;Europe;Global North;54.5846;-5.93406;3;Education;22476;35475.800;1.578;0.025;0.773;0.586;0.095;0.169;0.303;0.631;2662;3017;1624;7303;36.451;41.312;22.237;337;286;643;1282;247;481;589;653;679;730;469;440;424;450;1595;1416;1012
grid.413005.3;Azienda Ospedaliero Universitaria San Giovanni Battista;IT;Italy;Europe;Global North;45.0362;7.674;6;Healthcare;1592;2510.240;1.577;0.020;0.878;0.285;0.092;0.169;0.327;0.654;191;947;365;1503;12.708;63.007;24.285;2892;2576;645;409;1886;851;663;653;401;445;2838;1487;1837;2195;2774;426;679
grid.508743.d;RIKEN Ctr.  Biosystems Dynamics Res.;JP;Japan;Asia & Pacific;Global North;34.6579;135.215;4;Facility;2175;3430.930;1.577;0.020;0.886;0.331;0.104;0.184;0.316;0.651;159;799;153;1111;14.311;71.917;13.771;2656;2280;645;360;1550;851;402;414;518;481;2907;1724;2863;2777;2699;165;2548
grid.11598.34;Med. Univ.  Graz;AT;Austria;Europe;Global North;47.0792;15.4494;3;Education;12889;20273.700;1.573;0.024;0.719;0.579;0.095;0.169;0.304;0.626;1307;3167;832;5306;24.633;59.687;15.680;636;547;647;1875;272;538;589;653;669;803;1050;414;853;646;2207;556;2293
grid.410463.4;Ctr. Hosp.ier Régional et Universitaire de Lille;FR;France;Europe;Global North;50.6142;3.0348;6;Healthcare;8372;13166.400;1.573;0.026;0.901;0.370;0.097;0.174;0.309;0.635;595;2720;1128;4443;13.392;61.220;25.388;952;783;647;276;1306;417;537;557;607;682;2024;496;640;789;2734;490;528
grid.5361.1;Innsbruck Med. Univ.;AT;Austria;Europe;Global North;47.2627;11.3853;3;Education;13270;20861.200;1.572;0.024;0.693;0.583;0.098;0.175;0.307;0.634;1289;2883;836;5008;25.739;57.568;16.693;615;533;649;2179;257;538;513;544;636;694;1067;464;851;681;2167;639;2137
grid.411492.b;Ospedale Santa Maria della Misericordia di Udine;IT;Italy;Europe;Global North;46.0774;13.2284;6;Healthcare;2095;3293.080;1.572;0.017;0.821;0.324;0.092;0.176;0.299;0.651;174;783;237;1194;14.573;65.578;19.849;2704;2326;649;803;1595;1126;663;533;728;481;2876;1757;2445;2646;2681;325;1534
grid.429705.d;King's College Hosp. NHS Foundation Trust;GB;United Kingdom;Europe;Global North;51.4678;-0.094234;6;Healthcare;1919;3015.850;1.572;0.022;0.782;0.281;0.098;0.169;0.288;0.595;196;1007;146;1349;14.529;74.648;10.823;2761;2410;649;1177;1926;702;513;653;856;1270;2830;1412;2886;2413;2684;101;2826
grid.63368.38;Houston Methodist;US;United States;North America;Global North;29.967;-95.5508;6;Healthcare;7628;11987.000;1.571;0.024;0.773;0.333;0.093;0.170;0.299;0.615;777;2038;517;3332;23.319;61.165;15.516;1031;862;652;1282;1541;538;629;636;728;977;1661;703;1354;1058;2258;492;2313
grid.462844.8;Sorbonne Univ.;FR;France;Europe;Global North;48.8485;2.34323;3;Education;31226;49054.400;1.571;0.023;0.909;0.555;0.095;0.173;0.314;0.653;1598;13471;4115;19184;8.330;70.220;21.450;206;188;652;228;348;638;589;579;550;457;871;33;111;95;2961;203;1157
grid.267309.9;Univ.  Texas Health Science Ctr. at San Antonio;US;United States;North America;Global North;29.5081;-98.574;3;Education;14947;23471.100;1.570;0.023;0.727;0.314;0.091;0.170;0.303;0.635;1751;3530;1389;6670;26.252;52.924;20.825;557;463;654;1784;1668;638;695;636;679;682;791;365;517;501;2143;843;1299
grid.117476.2;Univ.  Technology Sydney;AU;Australia;Asia & Pacific;Global North;-33.8833;151.2;3;Education;21403;33612.400;1.570;0.024;0.810;0.584;0.099;0.180;0.320;0.653;2043;2821;903;5767;35.426;48.916;15.658;362;317;654;899;255;538;490;470;474;457;654;477;800;601;1667;1019;2300
grid.411941.8;Univ. Hosp. Regensburg;DE;Germany;Europe;Global North;48.9885;12.0891;6;Healthcare;4919;7722.210;1.570;0.023;0.691;0.353;0.093;0.169;0.313;0.654;584;1490;352;2426;24.073;61.418;14.510;1559;1278;654;2206;1408;638;629;653;557;445;2045;941;1879;1455;2228;481;2456
grid.412623.0;Univ.  Washington Med. Ctr.;US;United States;North America;Global North;47.65;-122.308;6;Healthcare;2237;3512.160;1.570;0.024;0.686;0.216;0.101;0.173;0.292;0.583;134;1483;208;1825;7.343;81.260;11.397;2629;2260;654;2246;2432;538;457;579;813;1432;2961;947;2615;1880;2975;21;2787
grid.257060.6;Hstra Univ.;US;United States;North America;Global North;40.7146;-73.6005;3;Education;4792;7518.620;1.569;0.024;0.772;0.241;0.091;0.160;0.281;0.587;546;2296;296;3138;17.400;73.168;9.433;1599;1310;658;1293;2227;538;695;802;949;1373;2125;600;2150;1119;2536;127;2917
grid.213917.f;Georgia Inst.  Technology;US;United States;North America;Global North;33.7759;-84.3963;3;Education;39027;61242.400;1.569;0.024;0.696;0.409;0.096;0.178;0.319;0.643;6603;5912;3209;15724;41.993;37.599;20.408;145;133;658;2150;1096;538;563;498;484;588;122;175;164;133;1235;1645;1405
grid.7143.1;Odense Univ. Hosp.;DK;Denmark;Europe;Global North;55.3854;10.3697;6;Healthcare;8749;13730.600;1.569;0.022;0.878;0.439;0.091;0.170;0.310;0.662;585;1735;679;2999;19.507;57.853;22.641;915;755;658;409;930;702;695;636;596;364;2042;823;1035;1166;2425;626;951
grid.62562.35;RTI Intl.;US;United States;North America;Global North;35.9066;-78.8639;7;Nonprofit;5668;8889.610;1.568;0.023;0.835;0.276;0.090;0.170;0.307;0.646;697;833;276;1806;38.594;46.124;15.282;1368;1118;661;689;1956;638;716;636;636;556;1808;1670;2232;1901;1451;1153;2350
grid.241167.7;Wake est Univ.;US;United States;North America;Global North;36.1301;-80.2815;3;Education;19542;30620.700;1.567;0.023;0.718;0.250;0.091;0.169;0.300;0.626;1803;4345;1712;7860;22.939;55.280;21.781;405;350;662;1887;2166;638;695;653;715;803;766;281;398;406;2279;736;1095
grid.1002.3;Monash Univ.;AU;Australia;Asia & Pacific;Global North;-37.9083;145.138;3;Education;71862;112575.000;1.567;0.022;0.801;0.484;0.091;0.170;0.309;0.647;6050;11240;4114;21404;28.266;52.514;19.221;36;42;662;980;658;702;695;636;607;539;140;52;112;84;2043;861;1662
grid.265892.2;Univ.  Alabama at Birmingham;US;United States;North America;Global North;33.5007;-86.8058;3;Education;38040;59565.200;1.566;0.022;0.681;0.264;0.090;0.165;0.295;0.620;4349;7434;2916;14699;29.587;50.575;19.838;148;142;664;2298;2050;702;716;715;776;897;233;119;187;154;1978;944;1536
grid.410472.4;Inst.  Applied Physics;RU;Russia;Europe;Global North;56.3235;44.0222;4;Facility;2461;3854.460;1.566;0.023;0.716;0.462;0.065;0.114;0.210;0.478;469;386;414;1269;36.958;30.418;32.624;2530;2140;664;1905;778;638;1446;1715;1996;2585;2284;2645;1671;2527;1560;2059;123
grid.419905.0;Nestlé (Switzerl &);CH;Switzerland;Europe;Global North;46.4665;6.83483;2;Company;2050;3210.700;1.566;0.025;0.727;0.658;0.109;0.203;0.339;0.658;345;558;154;1057;32.640;52.791;14.570;2721;2357;664;1784;99;481;317;230;299;402;2531;2252;2857;2879;1832;852;2443
grid.4563.4;Univ.  Nottingham;GB;United Kingdom;Europe;Global North;52.9381;-1.1967;3;Education;43562;68148.300;1.564;0.024;0.744;0.474;0.094;0.171;0.309;0.633;4749;6807;3441;14997;31.666;45.389;22.945;113;106;667;1612;711;538;615;622;607;707;199;144;147;149;1872;1196;896
grid.9026.d;Universität Hamburg;DE;Germany;Europe;Global North;53.5669;9.98389;3;Education;20364;31840.000;1.564;0.021;0.780;0.592;0.089;0.160;0.294;0.635;3657;3537;1566;8760;41.747;40.377;17.877;382;336;667;1202;230;768;735;802;785;682;309;363;447;348;1252;1466;1924
grid.7468.d;Humboldt-Universität zu Berlin;DE;Germany;Europe;Global North;52.5178;13.3934;3;Education;22163;34641.300;1.563;0.022;0.827;0.564;0.093;0.170;0.309;0.651;2482;6054;2013;10549;23.528;57.389;19.082;344;302;669;753;318;702;629;636;607;481;519;167;327;266;2249;646;1694
grid.223827.e;Univ.  Utah;US;United States;North America;Global North;40.765;-111.842;3;Education;49902;77973.500;1.563;0.024;0.685;0.280;0.093;0.169;0.303;0.631;6106;8349;3864;18319;33.332;45.576;21.093;88;79;669;2258;1932;538;629;653;679;730;137;91;124;100;1787;1186;1223
grid.8379.5;Univ.  Würzburg;DE;Germany;Europe;Global North;49.7881;9.93528;3;Education;23161;36207.100;1.563;0.023;0.765;0.525;0.094;0.173;0.311;0.645;3230;4110;2359;9699;33.302;42.376;24.322;319;275;669;1355;455;638;615;579;586;570;366;304;257;309;1793;1351;670
grid.5012.6;Maastricht Univ.;NL;Netherlands;Europe;Global North;50.8458;5.68722;3;Education;26156;40845.100;1.562;0.019;0.828;0.573;0.092;0.175;0.323;0.667;2019;5235;2318;9572;21.093;54.691;24.217;271;232;672;748;291;944;663;544;435;323;662;224;266;316;2364;763;689
grid.5284.b;Univ.  Antwerp;BE;Belgium;Europe;Global North;51.2227;4.40843;3;Education;25202;39362.100;1.562;0.022;0.829;0.632;0.092;0.169;0.312;0.652;2532;3334;1585;7451;33.982;44.746;21.272;286;241;672;733;126;702;663;653;571;468;507;387;440;441;1748;1227;1184
grid.411024.2;Univ.  Maryl &, Baltimore;US;United States;North America;Global North;39.2877;-76.6236;3;Education;25828;40323.900;1.561;0.023;0.709;0.287;0.093;0.168;0.303;0.631;2557;6864;2207;11628;21.990;59.030;18.980;277;237;674;1991;1869;638;629;677;679;730;499;141;284;229;2322;582;1712
grid.67105.35;Case Western Reserve Univ.;US;United States;North America;Global North;41.5044;-81.6084;3;Education;34068;53151.800;1.560;0.024;0.758;0.301;0.091;0.166;0.298;0.621;3816;8131;3416;15363;24.839;52.926;22.235;187;168;675;1451;1769;538;695;702;747;880;285;96;148;140;2200;842;1013
grid.14778.3d;Düsseldorf Univ. Hosp.;DE;Germany;Europe;Global North;51.1988;6.7893;6;Healthcare;3613;5637.400;1.560;0.023;0.825;0.433;0.090;0.163;0.300;0.648;325;2595;422;3342;9.725;77.648;12.627;2008;1656;675;774;966;638;716;755;715;520;2569;525;1640;1056;2915;55;2678
grid.417119.b;VA Greater Los Angeles Healthcare System;US;United States;North America;Global North;34.0525;-118.453;6;Healthcare;2859;4456.770;1.559;0.021;0.924;0.186;0.087;0.169;0.328;0.665;163;917;200;1280;12.734;71.641;15.625;2349;1976;677;162;2658;768;788;653;393;342;2901;1539;2658;2512;2770;169;2304
grid.411430.3;Ctr. Hosp.ier Lyon Sud;FR;France;Europe;Global North;45.7016;4.80494;6;Healthcare;2471;3851.770;1.559;0.025;0.905;0.308;0.090;0.163;0.299;0.627;204;1065;437;1706;11.958;62.427;25.616;2524;2142;677;250;1711;481;716;755;728;788;2813;1331;1598;1984;2812;451;507
grid.412311.4;Policlinico S.Orsola-Malpighi;IT;Italy;Europe;Global North;44.4925;11.3621;6;Healthcare;7064;11013.600;1.559;0.021;0.889;0.294;0.092;0.171;0.307;0.646;785;2144;792;3721;21.097;57.619;21.285;1103;935;677;346;1815;768;663;622;636;556;1644;649;901;949;2363;637;1181
grid.411730.0;Clinica Universidad de Navarra;ES;Spain;Europe;Global North;42.8056;-1.66392;6;Healthcare;4128;6430.960;1.558;0.022;0.813;0.349;0.092;0.160;0.285;0.610;754;1066;707;2527;29.838;42.184;27.978;1829;1483;680;870;1445;702;663;802;893;1042;1699;1329;1005;1390;1968;1360;304
grid.11100.31;Cayetano Heredia Univ.;PE;Peru;South/Latin America;Global South;-12.0235;-77.0568;3;Education;3057;4760.800;1.557;0.025;0.882;0.820;0.085;0.145;0.269;0.609;532;631;443;1606;33.126;39.290;27.584;2258;1887;681;387;14;481;835;1060;1117;1059;2153;2082;1582;2087;1802;1534;325
grid.412330.7;Tampere Univ. Hosp.;FI;Finland;Europe;Global North;61.5038;23.8182;6;Healthcare;5906;9193.000;1.557;0.021;0.935;0.406;0.080;0.157;0.292;0.655;311;1255;425;1991;15.620;63.034;21.346;1323;1087;681;115;1109;768;965;846;813;436;2595;1118;1625;1733;2622;424;1172
grid.418705.f;Inst.  Infocomm Res.;SG;Singapore;Asia & Pacific;Global North;1.30382;103.785;4;Facility;2108;3282.130;1.557;0.019;0.819;0.547;0.099;0.179;0.313;0.639;411;661;204;1276;32.210;51.803;15.988;2699;2332;681;814;388;944;490;483;557;642;2402;2022;2635;2517;1853;888;2247
grid.9621.c;Joseph Fourier Univ.;FR;France;Europe;Global North;45.194;5.76969;3;Education;6430;10002.600;1.556;0.019;0.868;0.579;0.093;0.173;0.322;0.667;276;3171;1458;4905;5.627;64.648;29.725;1211;1026;684;469;272;944;629;579;450;323;2661;413;485;700;2997;358;216
grid.239915.5;Hosp.  Special Surgery;US;United States;North America;Global North;40.766;-73.9528;6;Healthcare;6881;10708.600;1.556;0.024;0.678;0.234;0.104;0.184;0.317;0.630;581;1323;562;2466;23.560;53.650;22.790;1132;966;684;2335;2290;538;402;414;506;746;2054;1056;1236;1424;2246;805;931
grid.507739.f;Ctr.  Excellence in Molecular Cell Science;CN;China;Asia & Pacific;Global South;31.2016;121.453;4;Facility;1131;1758.290;1.555;0.028;0.905;0.353;0.097;0.176;0.300;0.621;363;441;213;1017;35.693;43.363;20.944;2977;2817;686;250;1408;326;537;533;715;880;2503;2512;2579;2965;1648;1304;1269
grid.10423.34;Hannover Med. School;DE;Germany;Europe;Global North;52.3839;9.8047;3;Education;20397;31701.400;1.554;0.022;0.722;0.440;0.089;0.163;0.300;0.639;2730;3962;1830;8522;32.035;46.491;21.474;380;338;687;1841;925;702;735;755;715;642;459;320;373;357;1858;1133;1153
grid.419547.a;Max Planck Inst.  Polymer Res.;DE;Germany;Europe;Global North;49.9894;8.22972;4;Facility;4542;7059.170;1.554;0.023;0.818;0.613;0.097;0.178;0.313;0.661;424;837;316;1577;26.887;53.076;20.038;1671;1375;687;830;159;638;537;498;557;377;2376;1663;2038;2113;2121;836;1500
grid.5601.2;Univ.  Mannheim;DE;Germany;Europe;Global North;49.4839;8.4622;3;Education;4081;6343.870;1.554;0.022;0.713;0.443;0.091;0.167;0.316;0.649;580;1425;457;2462;23.558;57.880;18.562;1848;1505;687;1941;906;702;695;688;518;509;2057;980;1539;1427;2247;624;1800
